domain,file,relPath,extends_AbstractBusinessTool,has_doExecute,factoryId_in_signature,factoryId_ref_count,suspicious_count,risk,reason
notify,NotifyTemplateCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/notify/NotifyTemplateCreateTool.java,true,true,true,10,0,LOW,"factoryId 被使用 10 次，无可疑模式"
notify,NotifyTemplateDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/notify/NotifyTemplateDeleteTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
notify,NotifyTemplateUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/notify/NotifyTemplateUpdateTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
foodsafety,NutritionLabelGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/NutritionLabelGenerateTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
dataop,OnlineStaffCountTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/OnlineStaffCountTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
system,OperationLogQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/OperationLogQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workdesk,OpportunityFunnelStatsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/OpportunityFunnelStatsTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,OpportunityStageAlertTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/OpportunityStageAlertTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,OpportunityTransitionStageTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/OpportunityTransitionStageTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
dataop,OrderApprovalTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/OrderApprovalTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
crm,OrderCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/OrderCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
crm,OrderDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/OrderDeleteTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
crm,OrderListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/OrderListTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
crm,OrderQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/OrderQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
crm,OrderStatsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/OrderStatsTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
crm,OrderUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/OrderUpdateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
system,OutOfDomainTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/OutOfDomainTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
hr,OvertimeRequestQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/OvertimeRequestQueryTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
pagedesign,PageComponentAddTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pagedesign/PageComponentAddTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
pagedesign,PageDataBindTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pagedesign/PageDataBindTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
pagedesign,PageGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pagedesign/PageGenerateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
pagedesign,PageStyleUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pagedesign/PageStyleUpdateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
system,PasswordResetTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/PasswordResetTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
finance,PaymentRecordTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/finance/PaymentRecordTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
sales,PaymentStatusTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/sales/PaymentStatusTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
restaurant,PerformanceRuleManageTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/PerformanceRuleManageTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
workdesk,PeriodConfirmCloseTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/PeriodConfirmCloseTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workdesk,PeriodReopenTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/PeriodReopenTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workdesk,PeriodRequestCloseTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/PeriodRequestCloseTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workdesk,PeriodStatusQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/PeriodStatusQueryTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
system,PermissionQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/PermissionQueryTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
restaurant,PieceworkConfigTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/PieceworkConfigTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
dataop,PlanUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/PlanUpdateTool.java,true,true,true,9,0,LOW,"factoryId 被使用 9 次，无可疑模式"
pricing,PricingStrategyCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pricing/PricingStrategyCreateTool.java,true,true,true,11,0,LOW,"factoryId 被使用 11 次，无可疑模式"
pricing,PricingStrategyListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pricing/PricingStrategyListTool.java,true,true,true,10,0,LOW,"factoryId 被使用 10 次，无可疑模式"
pricing,PricingTestCalculateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pricing/PricingTestCalculateTool.java,true,true,true,10,0,LOW,"factoryId 被使用 10 次，无可疑模式"
print,PrintDocumentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/print/PrintDocumentTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
print,PrintTemplateCreateFromAITool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/print/PrintTemplateCreateFromAITool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchCancelTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchCancelTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchCompleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchCompleteTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchCreateTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
dataop,ProcessingBatchCreateToolDataOp.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/ProcessingBatchCreateToolDataOp.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
processing,ProcessingBatchDetailTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchDetailTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchListTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchPauseTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchPauseTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchResumeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchResumeTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchStartTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchStartTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchTimelineTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchTimelineTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessingBatchWorkersTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingBatchWorkersTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,ProcessingCapacityTodayTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/ProcessingCapacityTodayTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
dataop,ProcessingStepQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/ProcessingStepQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
processing,ProcessingWorkerAssignTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingWorkerAssignTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
processing,ProcessingWorkerCheckoutTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessingWorkerCheckoutTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
processing,ProcessTaskAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessTaskAnalysisTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
processing,ProcessTaskCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessTaskCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
processing,ProcessTaskQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessTaskQueryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
processing,ProcessTaskSummaryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProcessTaskSummaryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
production,ProductionBatchCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/production/ProductionBatchCreateTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
processing,ProductionConfirmWorkersPresentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/processing/ProductionConfirmWorkersPresentTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
production,ProductionDemandQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/production/ProductionDemandQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
dataop,ProductionPlanCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/ProductionPlanCreateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
production,ProductionPlanDeliveryWarnTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/production/ProductionPlanDeliveryWarnTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
production,ProductionProgressDashboardTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/production/ProductionProgressDashboardTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
dataop,ProductTypeQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/ProductTypeQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
dataop,ProductUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/ProductUpdateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workprocess,ProductWorkProcessConfigTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/ProductWorkProcessConfigTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workprocess,ProductWorkProcessRecommendTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/ProductWorkProcessRecommendTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
system,ProfileEditTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/ProfileEditTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
purchase,PurchaseFinanceApproveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/PurchaseFinanceApproveTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
purchase,PurchaseOrderApproveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/PurchaseOrderApproveTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
purchase,PurchaseOrderCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/PurchaseOrderCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
purchase,PurchaseOrderDetailTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/PurchaseOrderDetailTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
purchase,PurchaseOrderListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/PurchaseOrderListTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
purchase,PurchaseStatsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/PurchaseStatsTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
quality,QualityBatchMarkInspectedTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityBatchMarkInspectedTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
quality,QualityCheckCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityCheckCreateTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
quality,QualityCheckExecuteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityCheckExecuteTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
quality,QualityCheckQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityCheckQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workdesk,QualityCheckSummaryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/QualityCheckSummaryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
quality,QualityCheckUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityCheckUpdateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
quality,QualityCriticalItemsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityCriticalItemsTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
quality,QualityDefectQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityDefectQueryTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
quality,QualityDefectRecordTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityDefectRecordTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
quality,QualityDispositionEvaluateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityDispositionEvaluateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
quality,QualityDispositionExecuteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityDispositionExecuteTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
quality,QualityRecordQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityRecordQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
quality,QualityResultSubmitTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityResultSubmitTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
quality,QualityReturnCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityReturnCreateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
quality,QualityReturnQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityReturnQueryTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
quality,QualityStatsQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/quality/QualityStatsQueryTool.java,true,true,true,12,0,LOW,"factoryId 被使用 12 次，无可疑模式"
hr,QueryEmployeeProfileTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/QueryEmployeeProfileTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
hr,QueryOnlineStaffCountTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/QueryOnlineStaffCountTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
dataop,QueryRetryLastTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/QueryRetryLastTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
shipment,QueryTransportLineTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/QueryTransportLineTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
finance,RBACAuditTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/finance/RBACAuditTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
rd,RdRequestCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/rd/RdRequestCreateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
workdesk,ReceiveConfirmCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/ReceiveConfirmCreateTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
workdesk,ReceiveQualityCheckTodayTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/ReceiveQualityCheckTodayTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
workdesk,ReceiveWithLimitTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/ReceiveWithLimitTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,ReleaseDecisionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/ReleaseDecisionTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
system,ReminderQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/ReminderQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportAiQualityTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportAiQualityTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportAnalyzeEquipmentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportAnalyzeEquipmentTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportAnomalyTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportAnomalyTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportApprovalRecordTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportApprovalRecordTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportAttendanceStatsByDeptTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportAttendanceStatsByDeptTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportBenefitOverviewTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportBenefitOverviewTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportBomCostTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportBomCostTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
report,ReportCostQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportCostQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportCostTrendAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportCostTrendAnalysisTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportCostVarianceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportCostVarianceTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportDashboardOverviewTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportDashboardOverviewTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportEfficiencyTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportEfficiencyTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportEquipmentStatusByNameTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportEquipmentStatusByNameTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportFinanceRatioTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportFinanceRatioTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportFinanceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportFinanceTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportInventoryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportInventoryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportKpiTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportKpiTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportMrpCalculationTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportMrpCalculationTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportOeeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportOeeTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportOnlineStaffCountTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportOnlineStaffCountTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportPaymentStatusTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportPaymentStatusTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportProductionLineStartTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportProductionLineStartTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
report,ReportProductionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportProductionTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportProductionWeeklyComparisonTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportProductionWeeklyComparisonTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportQualityTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportQualityTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
report,ReportSalesTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportSalesTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportSchedulingExecuteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportSchedulingExecuteTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
report,ReportSchedulingListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportSchedulingListTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
report,ReportSchedulingModeChangeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/report/ReportSchedulingModeChangeTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
